emp_no,dept_no,from_date,to_date,calYr,gender,dept_name,Active
111150,d007,2000-05-29,2005-04-27,1992,F,Sales,0
111400,d008,1990-03-11,1999-12-29,1992,M,Research,1
111534,d008,1991-01-30,1999-01-28,1992,F,Research,1
111535,d008,1996-06-12,1999-06-12,1992,F,Research,0
111536,d008,1997-09-21,9999-06-15,1992,M,Research,0
111537,d008,1992-06-13,1998-06-12,1992,M,Research,1
111538,d008,1994-01-14,1999-01-13,1992,M,Research,0
111539,d008,1994-06-13,2001-06-11,1992,F,Research,0
111540,d008,1993-05-04,1998-05-03,1992,F,Research,0
111541,d008,1996-03-26,2001-03-25,1992,M,Research,0
111542,d008,1995-07-19,9999-06-15,1992,M,Research,0
111543,d008,1997-06-12,2003-06-11,1992,M,Research,0
111544,d008,1993-06-20,1999-06-19,1992,M,Research,0
111545,d008,1999-05-29,9999-01-01,1992,F,Research,0
111692,d009,1991-05-20,2001-12-28,1992,F,"Customer Service",1
111784,d009,1993-02-10,1997-02-09,1992,F,"Customer Service",0
111877,d009,1995-08-16,1999-08-15,1992,F,"Customer Service",0
111939,d009,1997-07-08,9999-01-01,1992,M,"Customer Service",0
111940,d009,1996-09-20,2002-09-19,1992,M,"Customer Service",0
111941,d009,1992-09-28,1998-09-27,1992,M,"Customer Service",1
111942,d009,1994-05-02,1999-05-01,1992,F,"Customer Service",0
111943,d009,1991-03-01,1999-02-27,1992,M,"Customer Service",1
111944,d009,1995-02-03,2001-02-01,1992,F,"Customer Service",0
111945,d009,1994-02-01,1999-01-31,1992,F,"Customer Service",0
111946,d009,1995-02-01,2000-01-31,1992,M,"Customer Service",0
111947,d009,1996-02-01,2001-01-30,1992,M,"Customer Service",0
111948,d009,1997-01-31,2002-01-30,1992,F,"Customer Service",0
111949,d009,1992-01-22,1998-01-20,1992,M,"Customer Service",1
111950,d009,1993-08-25,1998-08-24,1992,F,"Customer Service",0
111951,d009,1990-06-24,1998-06-22,1992,F,"Customer Service",1
111952,d009,1994-05-29,2000-05-27,1992,M,"Customer Service",0
112000,d009,1998-05-29,2000-06-23,1992,M,"Customer Service",0
112001,d009,1999-05-29,2000-06-27,1992,F,"Customer Service",0
112002,d009,1999-05-29,2002-01-22,1992,F,"Customer Service",0
112003,d009,2000-05-29,2008-10-14,1992,F,"Customer Service",0
112004,d009,2000-05-29,2009-01-15,1992,M,"Customer Service",0
110022,d001,1995-12-30,1998-12-29,1995,M,Marketing,1
110039,d001,1997-04-09,9999-01-01,1995,M,Marketing,0
110040,d001,1991-12-31,1997-12-29,1995,M,Marketing,1
110041,d001,1993-08-02,1998-08-01,1995,F,Marketing,1
110042,d001,1993-12-30,2000-12-28,1995,M,Marketing,1
110043,d001,1992-11-20,1997-11-19,1995,F,Marketing,1
110044,d001,1995-10-13,2000-10-11,1995,F,Marketing,1
110045,d001,1995-02-04,9999-01-01,1995,M,Marketing,1
110046,d001,1996-12-29,2002-12-28,1995,F,Marketing,0
110047,d001,1993-01-06,1999-01-05,1995,F,Marketing,1
110048,d001,1994-08-10,1999-08-09,1995,M,Marketing,1
110049,d001,1991-06-09,1999-06-07,1995,M,Marketing,1
110050,d001,1998-05-29,2000-05-27,1995,F,Marketing,0
110051,d001,1999-05-29,2000-05-27,1995,M,Marketing,0
110085,d002,1991-12-31,1998-12-29,1995,M,Finance,1
110114,d002,1991-01-13,9999-01-01,1995,F,Finance,1
110115,d002,1993-12-30,1999-12-29,1995,F,Finance,1
110116,d002,1995-08-02,2000-07-31,1995,F,Finance,1
110117,d002,1995-12-30,2002-12-28,1995,M,Finance,1
110118,d002,1994-11-20,1999-11-19,1995,M,Finance,1
110119,d002,1997-10-12,2002-10-11,1995,M,Finance,0
110120,d002,1997-02-03,9999-01-01,1995,M,Finance,0
110121,d002,1998-12-29,2004-12-27,1995,M,Finance,0
110122,d002,1995-01-06,2001-01-04,1995,F,Finance,1
110123,d002,1996-08-09,2001-08-08,1995,M,Finance,0
110124,d002,1993-06-08,2001-06-06,1995,M,Finance,1
110125,d002,1993-12-30,2000-12-28,1995,M,Finance,1
110126,d002,1999-05-29,2000-05-27,1995,M,Finance,0
110127,d002,2000-05-29,9999-01-01,1995,M,Finance,0
110183,d003,1990-12-31,1996-12-29,1995,F,"Human Resources",1
110228,d003,1992-08-02,1997-08-01,1995,F,"Human Resources",1
110229,d003,1994-11-25,2001-11-23,1995,M,"Human Resources",1
110230,d003,1993-10-16,1998-10-15,1995,M,"Human Resources",1
110231,d003,1996-09-07,2001-09-06,1995,M,"Human Resources",0
110232,d003,1995-12-31,9999-01-01,1995,M,"Human Resources",1
110233,d003,1997-11-24,2003-11-23,1995,M,"Human Resources",0
110234,d003,1993-12-02,1999-12-01,1995,F,"Human Resources",1
110235,d003,1995-07-06,2000-07-04,1995,M,"Human Resources",1
110236,d003,1992-05-04,2000-05-02,1995,F,"Human Resources",1
110237,d003,1992-10-01,2000-09-29,1995,M,"Human Resources",1
110238,d003,1994-05-15,2000-05-27,1995,F,"Human Resources",1
110239,d003,1997-05-29,2000-05-27,1995,M,"Human Resources",0
110240,d003,2000-05-29,9999-01-01,1995,F,"Human Resources",0
110303,d004,1992-12-30,1999-12-29,1995,F,Production,1
110344,d004,1991-11-21,1996-11-19,1995,F,Production,1
110386,d004,1994-10-13,1999-10-12,1995,M,Production,1
110420,d004,1994-02-04,9999-01-01,1995,M,Production,1
110421,d004,1991-01-30,1996-06-07,1995,M,Production,1
110422,d004,1990-03-11,1993-07-18,1995,M,Production,0
110423,d004,1991-03-23,1996-03-21,1995,M,Production,1
110424,d004,1990-07-15,1992-02-11,1995,M,Production,0
110425,d004,1992-12-30,2001-12-28,1995,M,Production,1
110426,d004,1993-04-25,1998-10-18,1995,M,Production,1
110427,d004,1993-03-30,1998-03-29,1995,M,Production,1
110428,d004,1996-02-20,2001-02-18,1995,M,Production,0
110429,d004,1995-06-14,2004-12-27,1995,F,Production,1
110430,d004,1998-05-29,2000-05-27,1995,M,Production,0
110511,d005,1991-12-31,2000-12-28,1995,M,Development,1
110567,d005,1992-04-25,1997-10-18,1995,F,Development,1
110568,d005,1990-01-05,2003-08-20,1995,M,Development,1
110569,d005,1994-10-03,1998-10-02,1995,M,Development,1
110570,d005,1997-04-07,2001-04-06,1995,F,Development,0
110571,d005,1999-02-28,9999-01-01,1995,M,Development,0
110572,d005,1993-02-20,1998-02-19,1995,M,Development,1
110573,d005,1992-06-14,1994-01-11,1995,M,Development,0
110574,d005,1994-11-30,2003-11-28,1995,F,Development,1
110575,d005,1995-03-26,2000-09-17,1995,F,Development,1
110576,d005,1995-02-28,2000-02-27,1995,M,Development,1
110577,d005,1992-01-29,1996-09-27,1995,F,Development,1
110578,d005,1999-03-12,2000-01-21,1995,F,Development,0
110579,d005,1998-05-29,9999-01-01,1995,F,Development,0
110725,d006,1995-12-30,2001-12-28,1995,F,"Quality Management",1
110765,d006,1992-01-07,1998-01-05,1995,F,"Quality Management",1
110800,d006,1993-08-10,1998-08-09,1995,F,"Quality Management",1
110854,d006,1990-06-09,1998-06-07,1995,M,"Quality Management",1
110855,d006,1994-05-14,2000-05-12,1995,M,"Quality Management",1
110856,d006,1993-05-12,1998-05-11,1995,F,"Quality Management",1
110857,d006,1991-03-04,1996-03-02,1995,M,"Quality Management",1
110858,d006,1990-06-27,1995-06-26,1995,M,"Quality Management",1
110859,d006,1996-12-29,2002-12-28,1995,F,"Quality Management",0
110860,d006,1993-01-06,1999-01-05,1995,F,"Quality Management",1
110861,d006,1994-08-10,1999-08-09,1995,F,"Quality Management",1
110862,d006,1991-06-09,1999-06-07,1995,M,"Quality Management",1
110863,d006,1995-05-14,2001-05-12,1995,M,"Quality Management",1
110864,d006,1994-05-12,1999-05-11,1995,M,"Quality Management",1
110865,d006,1992-03-03,1997-03-02,1995,F,"Quality Management",1
110866,d006,1990-06-18,1994-12-23,1995,M,"Quality Management",0
110867,d006,1993-05-17,1998-05-16,1995,M,"Quality Management",1
110868,d006,1994-12-30,2000-12-28,1995,M,"Quality Management",1
110869,d006,1998-05-29,2000-11-27,1995,M,"Quality Management",0
111035,d007,1992-12-30,1998-12-29,1995,M,Sales,1
111133,d007,1991-12-29,1996-12-27,1995,M,Sales,1
111134,d007,1992-06-13,1998-06-12,1995,M,Sales,1
111135,d007,1994-01-14,1999-01-13,1995,M,Sales,1
111136,d007,1994-06-13,2001-06-11,1995,M,Sales,1
111137,d007,1993-05-04,1998-05-03,1995,M,Sales,1
111138,d007,1996-03-26,2001-03-25,1995,M,Sales,0
111139,d007,1995-07-19,9997-06-15,1995,M,Sales,1
111140,d007,1997-06-12,2003-06-11,1995,F,Sales,0
111141,d007,1993-06-20,1999-06-19,1995,F,Sales,1
111142,d007,1995-01-22,2000-01-21,1995,M,Sales,1
111143,d007,1991-11-21,1999-11-19,1995,F,Sales,1
111144,d007,1992-06-13,1999-06-12,1995,M,Sales,1
111145,d007,1990-01-05,1995-06-13,1995,M,Sales,1
111146,d007,1991-01-15,1996-01-14,1995,M,Sales,1
111147,d007,1995-10-06,2001-10-04,1995,F,Sales,1
111148,d007,1991-10-14,1997-10-12,1995,M,Sales,1
111149,d007,1999-05-29,2000-05-27,1995,M,Sales,0
111150,d007,2000-05-29,2005-04-27,1995,F,Sales,0
111400,d008,1990-03-11,1999-12-29,1995,M,Research,1
111534,d008,1991-01-30,1999-01-28,1995,F,Research,1
111535,d008,1996-06-12,1999-06-12,1995,F,Research,0
111536,d008,1997-09-21,9999-06-15,1995,M,Research,0
111537,d008,1992-06-13,1998-06-12,1995,M,Research,1
111538,d008,1994-01-14,1999-01-13,1995,M,Research,1
111539,d008,1994-06-13,2001-06-11,1995,F,Research,1
111540,d008,1993-05-04,1998-05-03,1995,F,Research,1
111541,d008,1996-03-26,2001-03-25,1995,M,Research,0
111542,d008,1995-07-19,9999-06-15,1995,M,Research,1
111543,d008,1997-06-12,2003-06-11,1995,M,Research,0
111544,d008,1993-06-20,1999-06-19,1995,M,Research,1
111545,d008,1999-05-29,9999-01-01,1995,F,Research,0
111692,d009,1991-05-20,2001-12-28,1995,F,"Customer Service",1
111784,d009,1993-02-10,1997-02-09,1995,F,"Customer Service",1
111877,d009,1995-08-16,1999-08-15,1995,F,"Customer Service",1
111939,d009,1997-07-08,9999-01-01,1995,M,"Customer Service",0
111940,d009,1996-09-20,2002-09-19,1995,M,"Customer Service",0
111941,d009,1992-09-28,1998-09-27,1995,M,"Customer Service",1
111942,d009,1994-05-02,1999-05-01,1995,F,"Customer Service",1
111943,d009,1991-03-01,1999-02-27,1995,M,"Customer Service",1
111944,d009,1995-02-03,2001-02-01,1995,F,"Customer Service",1
111945,d009,1994-02-01,1999-01-31,1995,F,"Customer Service",1
111946,d009,1995-02-01,2000-01-31,1995,M,"Customer Service",1
111947,d009,1996-02-01,2001-01-30,1995,M,"Customer Service",0
111948,d009,1997-01-31,2002-01-30,1995,F,"Customer Service",0
111949,d009,1992-01-22,1998-01-20,1995,M,"Customer Service",1
111950,d009,1993-08-25,1998-08-24,1995,F,"Customer Service",1
111951,d009,1990-06-24,1998-06-22,1995,F,"Customer Service",1
111952,d009,1994-05-29,2000-05-27,1995,M,"Customer Service",1
112000,d009,1998-05-29,2000-06-23,1995,M,"Customer Service",0
112001,d009,1999-05-29,2000-06-27,1995,F,"Customer Service",0
112002,d009,1999-05-29,2002-01-22,1995,F,"Customer Service",0
112003,d009,2000-05-29,2008-10-14,1995,F,"Customer Service",0
112004,d009,2000-05-29,2009-01-15,1995,M,"Customer Service",0
110022,d001,1995-12-30,1998-12-29,1993,M,Marketing,0
110039,d001,1997-04-09,9999-01-01,1993,M,Marketing,0
110040,d001,1991-12-31,1997-12-29,1993,M,Marketing,1
110041,d001,1993-08-02,1998-08-01,1993,F,Marketing,1
110042,d001,1993-12-30,2000-12-28,1993,M,Marketing,1
110043,d001,1992-11-20,1997-11-19,1993,F,Marketing,1
110044,d001,1995-10-13,2000-10-11,1993,F,Marketing,0
110045,d001,1995-02-04,9999-01-01,1993,M,Marketing,0
110046,d001,1996-12-29,2002-12-28,1993,F,Marketing,0
110047,d001,1993-01-06,1999-01-05,1993,F,Marketing,1
110048,d001,1994-08-10,1999-08-09,1993,M,Marketing,0
110049,d001,1991-06-09,1999-06-07,1993,M,Marketing,1
110050,d001,1998-05-29,2000-05-27,1993,F,Marketing,0
110051,d001,1999-05-29,2000-05-27,1993,M,Marketing,0
110085,d002,1991-12-31,1998-12-29,1993,M,Finance,1
110114,d002,1991-01-13,9999-01-01,1993,F,Finance,1
110115,d002,1993-12-30,1999-12-29,1993,F,Finance,1
110116,d002,1995-08-02,2000-07-31,1993,F,Finance,0
110117,d002,1995-12-30,2002-12-28,1993,M,Finance,0
110118,d002,1994-11-20,1999-11-19,1993,M,Finance,0
110119,d002,1997-10-12,2002-10-11,1993,M,Finance,0
110120,d002,1997-02-03,9999-01-01,1993,M,Finance,0
110121,d002,1998-12-29,2004-12-27,1993,M,Finance,0
110122,d002,1995-01-06,2001-01-04,1993,F,Finance,0
110123,d002,1996-08-09,2001-08-08,1993,M,Finance,0
110124,d002,1993-06-08,2001-06-06,1993,M,Finance,1
110125,d002,1993-12-30,2000-12-28,1993,M,Finance,1
110126,d002,1999-05-29,2000-05-27,1993,M,Finance,0
110127,d002,2000-05-29,9999-01-01,1993,M,Finance,0
110183,d003,1990-12-31,1996-12-29,1993,F,"Human Resources",1
110228,d003,1992-08-02,1997-08-01,1993,F,"Human Resources",1
110229,d003,1994-11-25,2001-11-23,1993,M,"Human Resources",0
110230,d003,1993-10-16,1998-10-15,1993,M,"Human Resources",1
110231,d003,1996-09-07,2001-09-06,1993,M,"Human Resources",0
110232,d003,1995-12-31,9999-01-01,1993,M,"Human Resources",0
110233,d003,1997-11-24,2003-11-23,1993,M,"Human Resources",0
110234,d003,1993-12-02,1999-12-01,1993,F,"Human Resources",1
110235,d003,1995-07-06,2000-07-04,1993,M,"Human Resources",0
110236,d003,1992-05-04,2000-05-02,1993,F,"Human Resources",1
110237,d003,1992-10-01,2000-09-29,1993,M,"Human Resources",1
110238,d003,1994-05-15,2000-05-27,1993,F,"Human Resources",0
110239,d003,1997-05-29,2000-05-27,1993,M,"Human Resources",0
110240,d003,2000-05-29,9999-01-01,1993,F,"Human Resources",0
110303,d004,1992-12-30,1999-12-29,1993,F,Production,1
110344,d004,1991-11-21,1996-11-19,1993,F,Production,1
110386,d004,1994-10-13,1999-10-12,1993,M,Production,0
110420,d004,1994-02-04,9999-01-01,1993,M,Production,0
110421,d004,1991-01-30,1996-06-07,1993,M,Production,1
110422,d004,1990-03-11,1993-07-18,1993,M,Production,1
110423,d004,1991-03-23,1996-03-21,1993,M,Production,1
110424,d004,1990-07-15,1992-02-11,1993,M,Production,0
110425,d004,1992-12-30,2001-12-28,1993,M,Production,1
110426,d004,1993-04-25,1998-10-18,1993,M,Production,1
110427,d004,1993-03-30,1998-03-29,1993,M,Production,1
110428,d004,1996-02-20,2001-02-18,1993,M,Production,0
110429,d004,1995-06-14,2004-12-27,1993,F,Production,0
110430,d004,1998-05-29,2000-05-27,1993,M,Production,0
110511,d005,1991-12-31,2000-12-28,1993,M,Development,1
110567,d005,1992-04-25,1997-10-18,1993,F,Development,1
110568,d005,1990-01-05,2003-08-20,1993,M,Development,1
110569,d005,1994-10-03,1998-10-02,1993,M,Development,0
110570,d005,1997-04-07,2001-04-06,1993,F,Development,0
110571,d005,1999-02-28,9999-01-01,1993,M,Development,0
110572,d005,1993-02-20,1998-02-19,1993,M,Development,1
110573,d005,1992-06-14,1994-01-11,1993,M,Development,1
110574,d005,1994-11-30,2003-11-28,1993,F,Development,0
110575,d005,1995-03-26,2000-09-17,1993,F,Development,0
110576,d005,1995-02-28,2000-02-27,1993,M,Development,0
110577,d005,1992-01-29,1996-09-27,1993,F,Development,1
110578,d005,1999-03-12,2000-01-21,1993,F,Development,0
110579,d005,1998-05-29,9999-01-01,1993,F,Development,0
110725,d006,1995-12-30,2001-12-28,1993,F,"Quality Management",0
110765,d006,1992-01-07,1998-01-05,1993,F,"Quality Management",1
110800,d006,1993-08-10,1998-08-09,1993,F,"Quality Management",1
110854,d006,1990-06-09,1998-06-07,1993,M,"Quality Management",1
110855,d006,1994-05-14,2000-05-12,1993,M,"Quality Management",0
110856,d006,1993-05-12,1998-05-11,1993,F,"Quality Management",1
110857,d006,1991-03-04,1996-03-02,1993,M,"Quality Management",1
110858,d006,1990-06-27,1995-06-26,1993,M,"Quality Management",1
110859,d006,1996-12-29,2002-12-28,1993,F,"Quality Management",0
110860,d006,1993-01-06,1999-01-05,1993,F,"Quality Management",1
110861,d006,1994-08-10,1999-08-09,1993,F,"Quality Management",0
110862,d006,1991-06-09,1999-06-07,1993,M,"Quality Management",1
110863,d006,1995-05-14,2001-05-12,1993,M,"Quality Management",0
110864,d006,1994-05-12,1999-05-11,1993,M,"Quality Management",0
110865,d006,1992-03-03,1997-03-02,1993,F,"Quality Management",1
110866,d006,1990-06-18,1994-12-23,1993,M,"Quality Management",1
110867,d006,1993-05-17,1998-05-16,1993,M,"Quality Management",1
110868,d006,1994-12-30,2000-12-28,1993,M,"Quality Management",0
110869,d006,1998-05-29,2000-11-27,1993,M,"Quality Management",0
111035,d007,1992-12-30,1998-12-29,1993,M,Sales,1
111133,d007,1991-12-29,1996-12-27,1993,M,Sales,1
111134,d007,1992-06-13,1998-06-12,1993,M,Sales,1
111135,d007,1994-01-14,1999-01-13,1993,M,Sales,0
111136,d007,1994-06-13,2001-06-11,1993,M,Sales,0
111137,d007,1993-05-04,1998-05-03,1993,M,Sales,1
111138,d007,1996-03-26,2001-03-25,1993,M,Sales,0
111139,d007,1995-07-19,9997-06-15,1993,M,Sales,0
111140,d007,1997-06-12,2003-06-11,1993,F,Sales,0
111141,d007,1993-06-20,1999-06-19,1993,F,Sales,1
111142,d007,1995-01-22,2000-01-21,1993,M,Sales,0
111143,d007,1991-11-21,1999-11-19,1993,F,Sales,1
111144,d007,1992-06-13,1999-06-12,1993,M,Sales,1
111145,d007,1990-01-05,1995-06-13,1993,M,Sales,1
111146,d007,1991-01-15,1996-01-14,1993,M,Sales,1
111147,d007,1995-10-06,2001-10-04,1993,F,Sales,0
111148,d007,1991-10-14,1997-10-12,1993,M,Sales,1
111149,d007,1999-05-29,2000-05-27,1993,M,Sales,0
111150,d007,2000-05-29,2005-04-27,1993,F,Sales,0
111400,d008,1990-03-11,1999-12-29,1993,M,Research,1
111534,d008,1991-01-30,1999-01-28,1993,F,Research,1
111535,d008,1996-06-12,1999-06-12,1993,F,Research,0
111536,d008,1997-09-21,9999-06-15,1993,M,Research,0
111537,d008,1992-06-13,1998-06-12,1993,M,Research,1
111538,d008,1994-01-14,1999-01-13,1993,M,Research,0
111539,d008,1994-06-13,2001-06-11,1993,F,Research,0
111540,d008,1993-05-04,1998-05-03,1993,F,Research,1
111541,d008,1996-03-26,2001-03-25,1993,M,Research,0
111542,d008,1995-07-19,9999-06-15,1993,M,Research,0
111543,d008,1997-06-12,2003-06-11,1993,M,Research,0
111544,d008,1993-06-20,1999-06-19,1993,M,Research,1
111545,d008,1999-05-29,9999-01-01,1993,F,Research,0
111692,d009,1991-05-20,2001-12-28,1993,F,"Customer Service",1
111784,d009,1993-02-10,1997-02-09,1993,F,"Customer Service",1
111877,d009,1995-08-16,1999-08-15,1993,F,"Customer Service",0
111939,d009,1997-07-08,9999-01-01,1993,M,"Customer Service",0
111940,d009,1996-09-20,2002-09-19,1993,M,"Customer Service",0
111941,d009,1992-09-28,1998-09-27,1993,M,"Customer Service",1
111942,d009,1994-05-02,1999-05-01,1993,F,"Customer Service",0
111943,d009,1991-03-01,1999-02-27,1993,M,"Customer Service",1
111944,d009,1995-02-03,2001-02-01,1993,F,"Customer Service",0
111945,d009,1994-02-01,1999-01-31,1993,F,"Customer Service",0
111946,d009,1995-02-01,2000-01-31,1993,M,"Customer Service",0
111947,d009,1996-02-01,2001-01-30,1993,M,"Customer Service",0
111948,d009,1997-01-31,2002-01-30,1993,F,"Customer Service",0
111949,d009,1992-01-22,1998-01-20,1993,M,"Customer Service",1
111950,d009,1993-08-25,1998-08-24,1993,F,"Customer Service",1
111951,d009,1990-06-24,1998-06-22,1993,F,"Customer Service",1
111952,d009,1994-05-29,2000-05-27,1993,M,"Customer Service",0
112000,d009,1998-05-29,2000-06-23,1993,M,"Customer Service",0
112001,d009,1999-05-29,2000-06-27,1993,F,"Customer Service",0
112002,d009,1999-05-29,2002-01-22,1993,F,"Customer Service",0
112003,d009,2000-05-29,2008-10-14,1993,F,"Customer Service",0
112004,d009,2000-05-29,2009-01-15,1993,M,"Customer Service",0
110022,d001,1995-12-30,1998-12-29,1999,M,Marketing,0
110039,d001,1997-04-09,9999-01-01,1999,M,Marketing,1
110040,d001,1991-12-31,1997-12-29,1999,M,Marketing,0
110041,d001,1993-08-02,1998-08-01,1999,F,Marketing,0
110042,d001,1993-12-30,2000-12-28,1999,M,Marketing,1
110043,d001,1992-11-20,1997-11-19,1999,F,Marketing,0
110044,d001,1995-10-13,2000-10-11,1999,F,Marketing,1
110045,d001,1995-02-04,9999-01-01,1999,M,Marketing,1
110046,d001,1996-12-29,2002-12-28,1999,F,Marketing,1
110047,d001,1993-01-06,1999-01-05,1999,F,Marketing,1
110048,d001,1994-08-10,1999-08-09,1999,M,Marketing,1
110049,d001,1991-06-09,1999-06-07,1999,M,Marketing,1
110050,d001,1998-05-29,2000-05-27,1999,F,Marketing,1
110051,d001,1999-05-29,2000-05-27,1999,M,Marketing,1
110085,d002,1991-12-31,1998-12-29,1999,M,Finance,0
110114,d002,1991-01-13,9999-01-01,1999,F,Finance,1
110115,d002,1993-12-30,1999-12-29,1999,F,Finance,1
110116,d002,1995-08-02,2000-07-31,1999,F,Finance,1
110117,d002,1995-12-30,2002-12-28,1999,M,Finance,1
110118,d002,1994-11-20,1999-11-19,1999,M,Finance,1
110119,d002,1997-10-12,2002-10-11,1999,M,Finance,1
110120,d002,1997-02-03,9999-01-01,1999,M,Finance,1
110121,d002,1998-12-29,2004-12-27,1999,M,Finance,1
110122,d002,1995-01-06,2001-01-04,1999,F,Finance,1
110123,d002,1996-08-09,2001-08-08,1999,M,Finance,1
110124,d002,1993-06-08,2001-06-06,1999,M,Finance,1
110125,d002,1993-12-30,2000-12-28,1999,M,Finance,1
110126,d002,1999-05-29,2000-05-27,1999,M,Finance,1
110127,d002,2000-05-29,9999-01-01,1999,M,Finance,0
110183,d003,1990-12-31,1996-12-29,1999,F,"Human Resources",0
110228,d003,1992-08-02,1997-08-01,1999,F,"Human Resources",0
110229,d003,1994-11-25,2001-11-23,1999,M,"Human Resources",1
110230,d003,1993-10-16,1998-10-15,1999,M,"Human Resources",0
110231,d003,1996-09-07,2001-09-06,1999,M,"Human Resources",1
110232,d003,1995-12-31,9999-01-01,1999,M,"Human Resources",1
110233,d003,1997-11-24,2003-11-23,1999,M,"Human Resources",1
110234,d003,1993-12-02,1999-12-01,1999,F,"Human Resources",1
110235,d003,1995-07-06,2000-07-04,1999,M,"Human Resources",1
110236,d003,1992-05-04,2000-05-02,1999,F,"Human Resources",1
110237,d003,1992-10-01,2000-09-29,1999,M,"Human Resources",1
110238,d003,1994-05-15,2000-05-27,1999,F,"Human Resources",1
110239,d003,1997-05-29,2000-05-27,1999,M,"Human Resources",1
110240,d003,2000-05-29,9999-01-01,1999,F,"Human Resources",0
110303,d004,1992-12-30,1999-12-29,1999,F,Production,1
110344,d004,1991-11-21,1996-11-19,1999,F,Production,0
110386,d004,1994-10-13,1999-10-12,1999,M,Production,1
110420,d004,1994-02-04,9999-01-01,1999,M,Production,1
110421,d004,1991-01-30,1996-06-07,1999,M,Production,0
110422,d004,1990-03-11,1993-07-18,1999,M,Production,0
110423,d004,1991-03-23,1996-03-21,1999,M,Production,0
110424,d004,1990-07-15,1992-02-11,1999,M,Production,0
110425,d004,1992-12-30,2001-12-28,1999,M,Production,1
110426,d004,1993-04-25,1998-10-18,1999,M,Production,0
110427,d004,1993-03-30,1998-03-29,1999,M,Production,0
110428,d004,1996-02-20,2001-02-18,1999,M,Production,1
110429,d004,1995-06-14,2004-12-27,1999,F,Production,1
110430,d004,1998-05-29,2000-05-27,1999,M,Production,1
110511,d005,1991-12-31,2000-12-28,1999,M,Development,1
110567,d005,1992-04-25,1997-10-18,1999,F,Development,0
110568,d005,1990-01-05,2003-08-20,1999,M,Development,1
110569,d005,1994-10-03,1998-10-02,1999,M,Development,0
110570,d005,1997-04-07,2001-04-06,1999,F,Development,1
110571,d005,1999-02-28,9999-01-01,1999,M,Development,1
110572,d005,1993-02-20,1998-02-19,1999,M,Development,0
110573,d005,1992-06-14,1994-01-11,1999,M,Development,0
110574,d005,1994-11-30,2003-11-28,1999,F,Development,1
110575,d005,1995-03-26,2000-09-17,1999,F,Development,1
110576,d005,1995-02-28,2000-02-27,1999,M,Development,1
110577,d005,1992-01-29,1996-09-27,1999,F,Development,0
110578,d005,1999-03-12,2000-01-21,1999,F,Development,1
110579,d005,1998-05-29,9999-01-01,1999,F,Development,1
110725,d006,1995-12-30,2001-12-28,1999,F,"Quality Management",1
